image_filename,image_entropy,image_delentropy,holo_bit_depth,NMSE,holo_entropy
0106.png,7.142978376975806,4.721007295268942,5,5.7401135114642835e-09,4.9999894618388625
0106.png,7.142978376975806,4.721007295268942,6,2.689566994887887e-09,5.999981345524975
0106.png,7.142978376975806,4.721007295268942,7,1.2619003524556292e-09,6.999950415049046
0106.png,7.142978376975806,4.721007295268942,8,5.997354634865344e-10,7.999924614593365
0107.png,7.873901775440088,6.790287953194761,1,9.99223076308105e-08,0.9999997445978689
0107.png,7.873901775440088,6.790287953194761,2,5.1429098377950556e-08,1.999999107470656
0107.png,7.873901775440088,6.790287953194761,3,2.4821106470295365e-08,2.9999974374163854
0107.png,7.873901775440088,6.790287953194761,4,1.2089001936897189e-08,3.9999950921191383
0107.png,7.873901775440088,6.790287953194761,5,6.04213207540568e-09,4.999989720351493
0107.png,7.873901775440088,6.790287953194761,6,3.0825697987859457e-09,5.99997695500089
0107.png,7.873901775440088,6.790287953194761,7,1.6162486321103691e-09,6.999964286733482
0107.png,7.873901775440088,6.790287953194761,8,8.905027108161613e-10,7.999936135427326
0108.png,7.46330155258655,5.675359056720291,1,9.729664942973973e-08,0.999999982789539
0108.png,7.46330155258655,5.675359056720291,2,4.747248700772697e-08,1.9999992714137715
0108.png,7.46330155258655,5.675359056720291,3,2.2851372726159724e-08,2.9999985345843507
0108.png,7.46330155258655,5.675359056720291,4,1.1469554223098975e-08,3.9999961476511
0108.png,7.46330155258655,5.675359056720291,5,5.938912896298373e-09,4.999992300175904
0108.png,7.46330155258655,5.675359056720291,6,3.1742443554944497e-09,5.9999805111389115
0108.png,7.46330155258655,5.675359056720291,7,1.7502765823183668e-09,6.999971984008425
0108.png,7.46330155258655,5.675359056720291,8,1.0345540875075738e-09,7.999937447180989
0109.png,6.410651189765933,3.309844859077677,1,1.4322894496916512e-07,0.9999994969758458
0109.png,6.410651189765933,3.309844859077677,2,6.68901870511276e-08,1.99999878804809
0109.png,6.410651189765933,3.309844859077677,3,3.391693982801853e-08,2.9999992651556546
0109.png,6.410651189765933,3.309844859077677,4,1.952728459314142e-08,3.9999972514342894
0109.png,6.410651189765933,3.309844859077677,5,1.2436598044205806e-08,4.9999898428736795
0109.png,6.410651189765933,3.309844859077677,6,8.7665997478521e-09,5.999984490893062
0109.png,6.410651189765933,3.309844859077677,7,6.839317722253956e-09,6.999968636150899
0109.png,6.410651189765933,3.309844859077677,8,6.0841857616976166e-09,7.999935689105295
0110.png,7.448448454067803,4.594104407967424,1,1.0028560386492255e-07,0.999999675970671
0110.png,7.448448454067803,4.594104407967424,2,5.06440765220789e-08,1.9999993991071616
0110.png,7.448448454067803,4.594104407967424,3,2.420849177511809e-08,2.9999986484712684
0110.png,7.448448454067803,4.594104407967424,4,1.1708559823237768e-08,3.99999725808602
0110.png,7.448448454067803,4.594104407967424,5,5.772925242618138e-09,4.999991204465465
0110.png,7.448448454067803,4.594104407967424,6,2.894724906471848e-09,5.999985924438101
0110.png,7.448448454067803,4.594104407967424,7,1.4752858024606416e-09,6.999965560755837
0110.png,7.448448454067803,4.594104407967424,8,7.787465367228863e-10,7.999938998364538
0111.png,7.664709124472752,4.980369794709892,1,9.372651654921628e-08,0.9999999932292869
0111.png,7.664709124472752,4.980369794709892,2,4.9321030768807944e-08,1.999999461373282
0111.png,7.664709124472752,4.980369794709892,3,2.394698543971897e-08,2.99999897231985
0111.png,7.664709124472752,4.980369794709892,4,1.1453558296892485e-08,3.9999979968284904
0111.png,7.664709124472752,4.980369794709892,5,5.555832621306658e-09,4.999994199320811
0111.png,7.664709124472752,4.980369794709892,6,2.753398828260207e-09,5.999984897533603
0111.png,7.664709124472752,4.980369794709892,7,1.3772550347353388e-09,6.999963681983499
0111.png,7.664709124472752,4.980369794709892,8,7.156411843519825e-10,7.999925027782384
0112.png,7.4491016907140635,4.375130197404833,1,1.2154588846370873e-07,0.9999999712761277
0112.png,7.4491016907140635,4.375130197404833,2,5.796077847359811e-08,1.999999983757189
0112.png,7.4491016907140635,4.375130197404833,3,2.8003984030048992e-08,2.9999986505300087
0112.png,7.4491016907140635,4.375130197404833,4,1.4653267273286766e-08,3.9999962730200793
0112.png,7.4491016907140635,4.375130197404833,5,8.135746949863266e-09,4.999989488393582
0112.png,7.4491016907140635,4.375130197404833,6,4.781531616179645e-09,5.9999833441097286
